hvrecid,permitno,nocatch,nohrvrpt,harvdate,location,pots,soaktime,shrimp,keyid,keydate,year,comments,mailing,stat_area,,
0fb2733e-87e5-4e39-8c71-159dab785883,147152,0,0,8/4/2023,Passage canal,2,48,3,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
b7890bd8-70f3-4011-964e-aee8074f190b,45462,0,0,6/10/2023,PORT VALDEZ,2,24,4,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
8f2496c4-d5be-46f8-a7b3-432141f76dde,190635,0,0,5/25/2023,Unakwik,3,4,0.75,ADFG WEB,10/16/2023,2023,NULL,1,NULL,,
46c082b2-8a3f-469c-89a1-5dfcf616ea74,111526,0,0,6/10/2023,"Unakwik bay,  Head",1,4,0.5,ADFG WEB,10/1/2023,2023,NULL,0,NULL,,
fc211747-88e7-4fb6-8600-da76696a9b0d,117580,0,0,6/1/2023,Shotgun Cove,2,72,2,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
649ce844-e75d-410c-8567-440020105dd0,227834,0,0,6/29/2023,unakwik,3,12,2,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
113263b0-c83c-4347-9bf6-c647be1fd19b,45462,0,0,5/9/2023,Port Valdez,2,48,1,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
6100038c-f5d5-4bb7-93e7-8fd688573504,262498,0,0,6/4/2023,Blackstone Bay,2,12,4,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
61473499-6bd2-439f-9500-dd6aef55badc,164698,1,0,6/17/2023,Blackstone bay,2,3,0,ADFG WEB,8/31/2023,2023,NULL,0,NULL,,
a2806392-3246-4974-b79e-d11e26b63cb9,130498,0,0,6/5/2023,Wells bay,1,24,1.5,ADFG WEB,7/3/2023,2023,NULL,0,NULL,,
e14d72af-5c4c-4166-9f2c-26e21cad3a02,102517,0,0,4/24/2023,PWS Valdez,2,24,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
6e21e4b7-9b40-4d60-8157-9b3f6d704523,132898,0,0,7/15/2023,Jackpot Bay Entrance,2,12,2,ADFG WEB,7/29/2023,2023,NULL,0,NULL,,
09455d04-fa29-4278-bf78-1f02f83efa5e,195489,0,0,6/30/2023,Passage Canal across from Harbor,2,6,0.25,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
a494d956-de32-47bc-ad5b-c862f88d561d,93452,0,0,5/7/2023,Passage Canal,2,12,2.5,ADFG WEB,6/8/2023,2023,NULL,0,NULL,,
b8c408ca-dfbc-4a3b-accf-a0e76ef7e858,117580,0,0,5/2/2023,shot gun cove,2,120,2,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
f22f5318-bea6-4926-8035-900a71848f18,71725,0,0,8/25/2023,Cochrane Bay,2,24,3,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
242b1b09-0e9d-4e82-98dc-17ed2d25fba0,190635,0,0,5/27/2023,Unakwik,3,5,0.75,ADFG WEB,10/16/2023,2023,NULL,1,NULL,,
867d76b4-5cb3-4e49-9791-b8cde0db7547,188343,1,0,9/2/2023,Coghill Bay,1,14,0,ADFG WEB,10/12/2023,2023,NULL,0,NULL,,
e7ecf7c9-b492-4419-b65c-4059f462582c,54325,0,0,5/31/2023,Port valdez,2,48,3,ADFG WEB,8/31/2023,2023,NULL,0,NULL,,
56b35b01-2a77-4bd0-a516-91ca3d44981e,8644,0,0,6/8/2023,Whittier,2,36,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
ea507527-c4fb-42ab-96c8-64879f715791,174580,0,0,5/29/2023,Blackstone,2,5,0.25,ADFG WEB,9/15/2023,2023,NULL,0,NULL,,
78c78d6f-7d7f-4303-9d12-1b6abaeea6b9,129098,0,0,5/7/2023,Blackstone bay,2,8,1,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
66326fcf-90a5-4147-8bfe-35beec83b926,142434,0,0,5/7/2023,Blackstone,2,12,0.25,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
ffe9dfce-538c-42f0-be88-370cb37826d7,161917,0,0,5/14/2023,Wells Bay,3,8,1,ADFG WEB,9/13/2023,2023,NULL,0,NULL,,
bd8cb884-ca44-48a7-b0ac-7f752ee08c3a,116189,0,0,5/6/2023,Port Valdez,2,48,1,ADFG WEB,11/3/2023,2023,NULL,2,NULL,,
be26fb1a-eb66-4640-8521-079a8641c05a,190635,0,0,6/12/2023,Longs Bay,3,10,1,ADFG WEB,10/16/2023,2023,NULL,1,NULL,,
d42db6ff-8869-4d87-9a5c-596014577864,194862,0,0,6/3/2023,Black Stone,2,20,1,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
fafc1018-9e8c-434d-bf37-9036fd2643d8,32589,0,0,7/18/2023,Sawmill bay,2,24,2,ADFG WEB,11/6/2023,2023,NULL,2,NULL,,
de602fe0-6756-4a7e-a2af-512a418012d5,47943,0,0,5/16/2023,Columbia Bay S. Heather Is.,3,12,1.5,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
7ce6f66b-ba63-4b4c-8c21-ac3034645250,110462,0,0,8/17/2023,Cochran Bay,2,5,1,ADFG WEB,8/22/2023,2023,NULL,0,NULL,,
1a7cd121-d1e6-4a11-9ad0-fc5ec9517549,116225,0,0,5/6/2023,Passage canal,2,24,0.5,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
ac396fc9-f7f0-4cac-a1be-a2b1ee5318b6,416598,0,0,8/7/2023,Port of Veldez,1,12,1.5,ADFG WEB,11/11/2023,2023,NULL,2,NULL,,
e3b04948-c740-44d4-8116-b8daa75f7514,32262,0,0,6/9/2023,Port Wells,3,4,2.5,ADFG WEB,8/31/2023,2023,NULL,0,NULL,,
6a623ec5-1a60-49cd-a390-da661dcae7c6,123180,0,0,6/18/2023,Culross Passage,2,24,2,ADFG WEB,8/15/2023,2023,NULL,0,NULL,,
638fdf3a-c544-4942-817e-3f9f05adabec,23598,0,0,5/21/2023,Mink Island,3,12,3,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
a9014e51-177a-483a-b3be-b86f4a0c9a6a,154680,0,0,7/15/2023,2 miles east of whittier,2,24,3,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
b764bfe0-30a1-4fb9-ab79-80a7a8a27dff,66507,0,0,8/4/2023,Passage,2,12,0.5,ADFG WEB,9/16/2023,2023,NULL,0,NULL,,
e4ef8248-1621-4fb7-9ef5-2353c734deb4,32707,0,0,7/18/2023,Eilison point,2,62,3.5,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
63392a79-edaf-4e66-b19d-6a3b910bdef2,24734,0,0,6/15/2023,Blackstone Bay,2,4,1,ADFG WEB,7/24/2023,2023,NULL,0,NULL,,
1e1bb979-4886-4751-a898-6fa708f0535d,43625,0,0,9/14/2023,Willard Island,2,360,3,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
34a4580a-82ba-4b07-9777-f654db5c3edd,283443,0,0,6/19/2023,Hobo Bay,2,6,0.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
ae2d1adb-70f6-4600-872b-f4c1d6f331f2,166771,0,0,4/16/2023,West twin bay,3,12,2,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
93e744d8-5aa8-4f00-a7de-0635e6e622f1,87870,0,0,4/24/2023,Valdez Arm,2,72,3,ADFG WEB,10/12/2023,2023,NULL,0,NULL,,
dd525ccb-7158-4615-9a7c-4f6b62431479,43734,0,0,7/8/2023,Perry Island - North End,3,16,1,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
6905cf5e-8f74-4f67-88f6-ac8eb6bd9f60,47616,0,0,8/20/2023,Columbia Bay,3,8,2.3,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
d368b039-6836-47d9-8a29-3d4175cc0f46,309116,0,0,6/20/2023,Cochrane Bay,2,4,2.25,ADFG WEB,9/7/2023,2023,NULL,0,NULL,,
924d416a-3c47-4cbf-8faa-669a6270af65,158198,0,0,8/4/2023,Icy bay,3,6,2,ADFG WEB,10/19/2023,2023,NULL,1,NULL,,
467945e4-c1e4-4670-9920-8f0c57b60c1e,332589,0,0,7/8/2023,"Surprise Cove, AK",1,20,0.08,ADFG WEB,8/12/2023,2023,NULL,0,NULL,,
deba54d6-e7fc-4d16-86cc-b1da40c20300,42598,0,0,7/3/2023,Heather Bay,3,24,1,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
b8c9a61b-bcee-4dc3-b4ed-a3bf75f2dd95,6626,0,0,7/1/2023,Perry Island,3,7,2,ADFG WEB,9/23/2023,2023,NULL,0,NULL,,
bd1af8a5-5c4c-4376-96ac-2cdf8cfed8c3,150835,0,0,7/30/2023,9(Dangerous Passage (Granite Bay),3,18,0.5,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
989e91b1-9ca6-4eeb-8d0e-dccc1550d632,122880,0,0,8/17/2023,to 08/18/2023 Cochran Bay,2,58.5,1,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
9424d4b5-d98a-4d7c-93f2-772578bace79,24625,0,0,6/17/2023,West twin bay,3,24,5.5,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
db21997e-82a5-44fa-aa33-aeef0e142571,314762,0,0,7/4/2023,Jack bay,1,12,0.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
872895eb-b08a-4b70-ab36-f333a015ef94,79153,1,0,7/22/2023,Perry Island,1,6,0,ADFG WEB,9/10/2023,2023,NULL,0,NULL,,
65c5820e-252b-44aa-afaa-6a1bda242cef,256189,0,0,8/20/2023,Inakwik Inlet,3,21,1.75,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
b0c142ea-52ff-4821-9d4a-3d062b6c8ce6,47943,0,0,5/20/2023,Valdez Narrows,2,12,2,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
0a723597-f216-426a-8002-4c5d6f35dc4c,66725,0,0,5/6/2023,Blackstone,2,24,0.25,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
f8967807-3ae9-48a7-a541-d01f4aeed0ba,161017,0,0,5/14/2023,Gold creek,2,15,3,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
d21721af-2153-472d-99eb-7e0d6f1075c9,389406,0,0,7/4/2023,"Long Bay, PWS",2,12,1.5,ADFG WEB,8/18/2023,2023,NULL,0,NULL,,
c632883b-befd-46ba-b7e5-d053ee792c6e,296944,0,0,6/17/2023,Wells Bay,3,8,0.5,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
b49014d6-b55c-451a-8b90-785b88417782,29435,0,0,6/18/2023,Passage Canal,2,96,2,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
24ea33c5-e70e-4662-9184-b06a7d88d4aa,168598,0,0,7/15/2023,Cullross paas,2,12,1.75,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
28a4885e-01aa-4b86-bb52-e6a3c31a4e83,66498,0,0,4/28/2023,Passage Canal,2,36,1,ADFG WEB,10/4/2023,2023,NULL,0,NULL,,
47bd1869-0add-47c9-9fa1-42894da48772,193717,0,0,5/23/2023,wells bay,2,12,1.5,ADFG WEB,8/19/2023,2023,NULL,0,NULL,,
844f9de8-dc04-4843-9afe-512cfdb9d2d3,152144,0,0,6/19/2023,Port Valdez,2,18,0.5,ADFG WEB,10/18/2023,2023,NULL,1,NULL,,
d4dcb56f-950e-43d9-addc-5cd9715a0953,149688,0,0,5/21/2023,Port Valdez,2,48,0.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
e3a0ede1-756b-40d1-97f4-9d61a8db6dc3,319652,0,0,7/4/2023,Whittier Bay,2,8,2.5,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
53187fd0-8bba-401a-9ada-bce10c060214,362044,0,0,7/6/2023,Blackstone Bay,2,12,1,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
cf232a2e-e1b0-4b11-a716-706c74cd4f5f,193717,0,0,5/23/2023,wells bay,2,5,1,ADFG WEB,8/19/2023,2023,NULL,0,NULL,,
9539d0fa-1877-4beb-aad5-435ea2ad9142,153017,0,0,6/18/2023,Cochrane Bay,2,24,2,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
c8c23d24-7156-4749-b10e-07a94644f813,213880,0,0,7/24/2023,"Perry Island, West Twin Bay",3,24,1.5,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
7fd02b33-6504-4d81-9699-25921992e972,129998,0,0,7/15/2023,Deep Water Bay,3,15,2,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
c6cd4ce7-c021-4c15-9c46-a7dd909e0005,238534,0,0,6/10/2023,Port valdez Outside of Anderson bay,2,11,0.25,ADFG WEB,9/14/2023,2023,NULL,0,NULL,,
62cee0db-6761-4379-9621-e47bd8d7d292,229852,0,0,6/14/2023,Port Valdez,2,48,0.25,ADFG WEB,8/22/2023,2023,NULL,0,NULL,,
07bbd7cf-2e0a-450b-a406-0cfc968e3937,138852,0,0,7/4/2023,Blackstone Bay,2,15,3,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
15b7526a-af6d-4ed7-86a4-cfbc2b40f1a9,351480,0,0,5/24/2023,Perkins Point,2,48,0.1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
23e41fa4-a062-487c-a953-33ffda6dfb61,204926,0,0,8/1/2023,Port Wells,2,5,0.5,ADFG WEB,8/30/2023,2023,NULL,0,NULL,,
6825ec5f-8f79-4f03-b52b-7e6332854cd2,82316,0,0,9/12/2023,Passage canal,2,36,0.18,ADFG WEB,10/7/2023,2023,NULL,0,NULL,,
78802c1a-3338-49fc-828f-3ec44a834d4a,204871,0,0,5/22/2023,Unakwik,3,12,3,ADFG WEB,8/3/2023,2023,NULL,0,NULL,,
fa93efcf-7f5d-4391-853c-ff6da9aa16a7,254498,0,0,6/15/2023,Strong Point,2,24,0.24,ADFG WEB,9/24/2023,2023,NULL,0,NULL,,
99f637d2-09eb-4dcc-b0d5-50a86ec44480,186134,0,0,8/18/2023,black stone bay,2,99,2,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
237734bc-b56e-4b9c-a85a-f66085781e3c,126625,0,0,7/9/2023,Cochrane,2,24,2,ADFG WEB,10/4/2023,2023,NULL,0,NULL,,
ccc1ed2d-210d-4b62-b2c6-8630618e476c,56053,0,0,6/17/2023,Blackstone Bay,1,48,2,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
28eaf4ef-703e-4161-88ce-5c1de81462ab,39117,0,0,6/1/2023,main bay,3,12,4,ADFG WEB,7/31/2023,2023,NULL,0,NULL,,
64b6cf4c-08b2-4a4a-801f-53abe04c0f9a,53080,0,0,4/23/2023,3 finger cove,2,12,0.8,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
f6b15829-381c-40dd-83d6-9c07ec677004,374634,0,0,9/13/2023,College Fjord,3,4,0.1,ADFG WEB,9/24/2023,2023,NULL,0,NULL,,
6700a2c5-ea07-463b-bbaa-adf6e24c61d1,140053,0,0,7/2/2023,Deep Water Bay,3,72,2.5,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
c63ecfaa-dd36-4aa9-bddc-2c5b0dae3432,45462,0,0,7/17/2023,PORT VALDEZ,2,96,2,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
b2e1d2f0-cbc9-4555-b0f1-9779b7867c30,175780,0,0,5/21/2023,valdez arm,3,36,1,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
787cd3c7-4ba2-48d1-a0ba-949386db5672,63425,0,0,6/12/2023,Port of Valdez,2,24,1,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
71332b8a-7795-4ab1-bff5-fbbf868812c0,78879,0,0,7/23/2023,Cochran bay,2,15,0.2,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
0e5d9239-41a0-4859-8a3b-ab0b52af6862,76398,0,0,4/21/2023,Unakwik Inlet,3,8,1,ADFG WEB,4/21/2023,2023,NULL,0,NULL,,
35e98043-0f95-4c04-96da-2dab5cf5787c,219452,0,0,7/3/2023,Longs Bay,3,6,0.25,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
7d95c8f3-67bd-429e-b10f-b2b5ac2b41fe,122880,0,0,5/15/2023,05/18/2023 Cochran Bay,2,83.5,2.75,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
e1848294-10cb-473f-ae02-ffca53b649da,93997,0,0,4/28/2023,Port Valdez,2,24,1,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
51ab0625-c91b-4848-8588-45ce2911d50b,189025,0,0,7/22/2023,pigot point,2,36,0.25,ADFG WEB,8/29/2023,2023,NULL,0,NULL,,
35d57af5-21e9-4423-ae16-761ee11314ce,96752,0,0,7/19/2023,Cochran,2,4.5,0.5,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
00f552f7-212a-43a9-8f5e-59c16454dd8b,25335,0,0,7/1/2023,Blackstone Bay,2,8,2,ADFG WEB,9/21/2023,2023,NULL,0,NULL,,
91afa409-49bb-451e-9548-7828fd4dec0c,14280,0,0,5/23/2023,Bettles Bay,2,20,3,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
efb33ed5-f40c-461f-943e-bc99da80480b,66171,0,0,6/18/2023,Port Nellie Juan,2,24,4,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
757e4d75-365f-46d2-926f-9a70010d565b,123753,0,0,5/24/2023,Logging Camp Bay,2,48,1,ADFG WEB,7/29/2023,2023,NULL,0,NULL,,
f95951a4-8be1-4c1d-bae3-5360edd56158,394744,1,0,8/24/2023,Culorss passage entrance,1,13,0,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
1fd3954d-c560-453a-8a77-ee5c9dbab81d,109389,0,0,7/17/2023,Knight Island passage,3,24,2,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
d03113c0-2bfa-4d56-a8b9-707e329636cc,79044,0,0,5/28/2023,"New harbor, valdez",2,36,2,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
8f12c7ea-45c7-4f5c-84ce-fdebe9e3982e,123180,0,0,5/12/2023,Cochrane Bay,2,17,5,ADFG WEB,8/15/2023,2023,NULL,0,NULL,,
db92fdb3-6c3f-4e6a-bc0d-8e0b9a82d3fc,149688,0,0,8/13/2023,Port Valdez,2,48,0.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
f6ac9422-ebe3-4a84-a4fb-10c3f2994575,116189,0,0,4/24/2023,Port Valdez,2,48,0.5,ADFG WEB,11/3/2023,2023,NULL,2,NULL,,
e716a93e-e385-40e8-9e59-4d24aafc849b,173380,0,0,5/28/2023,valdez narrows,2,24,4,ADFG WEB,8/31/2023,2023,NULL,0,NULL,,
70657de0-6fa4-43e4-9498-a8998860b7f5,153671,0,0,5/20/2023,Cochrane Bay,2,22,3,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
347a8517-cc7e-4cc6-9404-5e67af12320f,166771,0,0,5/14/2023,Drier bay,3,12,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
d1bcb1d3-7ce5-4664-b95b-38036242862b,7362,0,0,5/5/2023,"Gradual Point, Passage",2,2,0.1,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
f05a93a3-c30c-4b02-862a-7d9aa3b23f8d,68979,0,0,4/18/2023,Poe bay,2,72,3,ADFG WEB,4/18/2023,2023,NULL,0,NULL,,
28dc97d1-a4c6-4f4e-b82e-e21cbe3e8eaf,408789,0,0,8/7/2023,Valdez bay,2,72,0.1,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
784d661b-8466-4246-ba59-6c6815953598,7126,0,0,5/20/2023,Unakwik,3,4,5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
42b7a1c8-1548-410c-8719-1e6598ee5b19,276834,0,0,7/22/2023,vdz arm,2,12,3,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
75e62312-54ee-4232-b0a7-4d9cd6fbf794,140225,0,0,7/13/2023,Gradual point passage canal,2,5,1,ADFG WEB,7/14/2023,2023,NULL,0,NULL,,
c033f3e1-be4f-4002-ba34-f2268a621e05,275825,0,0,6/2/2023,Port of Vladez,2,24,0.5,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
1eff38c5-7e85-485c-b7d3-bbbc8a7b2104,302862,0,0,8/13/2023,PC,2,72,2,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
846e9f56-67cf-40d1-a154-746223b12004,144834,0,0,6/18/2023,Port of Valdez,2,3,1.5,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
6b7dffe7-47a4-4641-95e9-39ec71c7773c,62734,0,0,6/11/2023,Port Valdez,2,24,1,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
24f8200d-2a2d-407b-b51d-7512ba215cbb,58643,0,0,6/2/2023,"outside Mueller Cove, Unakwick",3,5,1.5,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
85dd440c-1dd9-42d7-a916-36df911bc645,324107,0,0,7/15/2023,Valdez narrows,2,24,3,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
eaf37392-9bac-4386-8ea8-899c18aac3ae,193717,0,0,5/26/2023,near valdez harbor,2,48,1,ADFG WEB,8/19/2023,2023,NULL,0,NULL,,
beb04552-866a-473f-b188-28fdd77f4bae,249888,0,0,7/4/2023,Unakwik inlet,3,4,3,ADFG WEB,7/4/2023,2023,NULL,0,NULL,,
2bf89de2-8d96-4fec-878b-b3ad9aab9bd9,251335,0,0,6/26/2023,Blackstone Bay,2,72,3,ADFG WEB,11/6/2023,2023,NULL,2,NULL,,
7729d759-0658-43d7-baaa-f904b099e440,163498,0,0,7/13/2023,Elrington Island,2,12,1,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
5344c7b2-0f02-4bb2-890e-cdee7ae42f99,132189,0,0,8/17/2023,Longbay,2,18,0.5,ADFG WEB,9/14/2023,2023,NULL,0,NULL,,
8fa30558-c73a-4459-b6f3-9a59f21da5e8,386861,0,0,7/10/2023,Cochrane Bay,3,6,0.5,ADFG WEB,9/15/2023,2023,NULL,0,NULL,,
f99c9627-f3d9-4231-9f93-8799dcb0bf2d,179852,0,0,6/19/2023,Blackstone,2,24,3,ADFG WEB,9/7/2023,2023,NULL,0,NULL,,
8eb6e0ad-9c35-40fc-8fbe-2f74c0698a33,22689,0,0,6/19/2023,Cochrane Bay,2,12,1.5,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
83b8fe4f-a9c2-41c9-b557-5f914138bef3,66171,0,0,7/2/2023,Port Nellie Juan,2,20,2,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
222f8006-5eee-4be8-9ffe-f8856e7260f0,58643,0,0,5/19/2023,Cochrane Shallow Cove,2,13,1.5,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
a0bf09a7-d9b5-44b2-b76e-709f482a8e62,69362,0,0,5/24/2023,Golden,2,8,2,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
b4bff525-afb0-49d8-b7bf-3cb581129186,276834,0,0,6/16/2023,valdez arm,2,24,4,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
f5129301-e350-4eca-b005-87777c7f7fd6,242252,0,0,6/3/2023,unakwik,3,24,2,ADFG WEB,7/4/2023,2023,NULL,0,NULL,,
ae1fcd60-2aa3-45c3-9f31-77064be0cd70,292280,0,0,7/5/2023,Long Bay,3,24,2,ADFG WEB,8/19/2023,2023,NULL,0,NULL,,
54d279da-375a-4f96-bf84-3eb32c857555,115944,0,0,8/2/2023,Port Nellie Juan,2,15,3,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
74cf0719-4ee7-40f5-ab9d-d7cc5515fc16,373243,0,0,8/24/2023,McClure bay,3,14,0.25,ADFG WEB,9/8/2023,2023,NULL,0,NULL,,
5d8a49bb-ddc0-4e88-bfcc-63833c173027,178707,0,0,7/3/2023,Heather Bay,3,10,0.25,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
3b246679-c43b-445d-89c3-85dd3ac56a24,90507,0,0,5/15/2023,Valdez Narrows,2,48,6,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
72625b87-8c9d-4c27-bba0-f61744f6411c,45462,0,0,6/12/2023,PORT VALDEZ,2,24,0.5,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
a2f02e50-e9ba-497a-ab5d-ef54e92a46a8,268507,0,0,7/3/2023,Port valdez,2,24,1,ADFG WEB,10/18/2023,2023,NULL,1,NULL,,
1a2f302b-1d9e-41dc-ae68-09fd34abbb6f,33834,0,0,8/20/2023,"Esther Island, Lake Bay",3,48,0.5,ADFG WEB,9/16/2023,2023,NULL,0,NULL,,
20b8ca48-cb82-48ac-b7f1-68512d9445af,173380,0,0,5/19/2023,valdez narrows,2,24,3,ADFG WEB,8/31/2023,2023,NULL,0,NULL,,
6686dd31-d21c-4275-9d40-039c92f0a635,319134,0,0,6/20/2023,"Port of Valdez, Mineral Ck",2,6,0.5,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
6c01493a-76b1-4278-91d7-4ac6e2551a63,330416,1,0,7/15/2023,Eshamy,2,16,0,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
f96ca48f-e132-4f4f-9f43-903b80bc0a11,107180,0,0,5/4/2023,Picket Bay,2,48,1,ADFG WEB,6/8/2023,2023,NULL,0,NULL,,
b79d0d0d-50bb-4538-b784-a750722653fa,89380,0,0,9/1/2023,Cochrane Bay,2,3,0.5,ADFG WEB,10/7/2023,2023,NULL,0,NULL,,
7f1949e5-7083-4f89-959b-46bcad129424,85834,0,0,6/28/2023,Lear are Cr,2,48,2.5,ADFG WEB,9/8/2023,2023,NULL,0,NULL,,
54305783-1b9b-4a99-8fa3-94ace42d8b49,171035,0,0,7/16/2023,Valdez Arm,2,24,0.5,ADFG WEB,8/15/2023,2023,NULL,0,NULL,,
9af71391-6b4c-41f0-af92-e50bddecff3a,82316,0,0,8/26/2023,Passage canal,1,36,0.5,ADFG WEB,10/7/2023,2023,NULL,0,NULL,,
8def2a44-590d-4d12-bb7d-9b57d6663b83,64225,0,0,5/2/2023,Blackstone bay,2,24,1.5,ADFG WEB,8/25/2023,2023,NULL,0,NULL,,
af731706-f4b8-4530-820c-a9d29bd06dbc,204680,1,0,5/26/2023,Harrison Lagoon,1,5,0,ADFG WEB,5/26/2023,2023,NULL,0,NULL,,
9be536a5-8343-4719-9434-5a29f269d635,65698,0,0,6/9/2023,Port Valdez,2,48,2.5,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
81f114b5-e38a-485d-a150-bdfa3bb3ee00,201099,0,0,8/8/2023,Unakwik,2,24,0.5,ADFG WEB,9/5/2023,2023,NULL,0,NULL,,
25b711d6-f5df-4443-a41b-3c72273da200,213935,0,0,8/25/2023,Port of Valdez,2,48,1,ADFG WEB,8/31/2023,2023,NULL,0,NULL,,
42f01490-67bc-444c-bca7-847cb69f58bb,300844,1,0,6/23/2023,Squirrel Cove,1,6,0,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
cfef0ff1-c616-4670-b68e-451a72bee873,29435,0,0,6/16/2023,Passage Canal,2,48,2.5,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
74cb0698-d20e-478b-a55e-8f89dd8db263,21671,0,0,7/1/2023,Unakwik,3,12,7,ADFG WEB,8/19/2023,2023,NULL,0,NULL,,
452b96c9-d420-4958-970d-d30e9dd75ec9,58534,0,0,4/20/2023,Port Valdez,2,20,3,ADFG WEB,7/18/2023,2023,NULL,0,NULL,,
c2612e7c-5a7d-4b73-9fe8-aeaa86d32458,91080,0,0,7/5/2023,Mineral creek,2,48,1,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
